"title","body","rating","review_date","source","curated","reviewer_name","reviewer_email","product_id","product_handle","reply","reply_date","picture_urls","ip_address","location","metaobject_handle"
"Works great!","I love it","5","2019-02-04 00:00:00 UTC","direct","ok","jake gnarly","support+anonymous@judge.me","11798608021","challenger-strong-1-5-oz","","","","","","review-61936af4-4892-45b5-8368-c1551e6616c7"
"Earthy smell, thicker than other serums I've seen, but great stuff!","I've used a number of Challenger's Men's Primo facial products, and it's become a brand I trust and like. The pricing is fair compared with many beauty and self-care products (especially the stuff my wife buys... OMG!), and I really like the natural ingredients. This serum, like other creams and moisturizers I've used from this brand, has a natural, earthy smell. It seems not to be perfumed or scented apart from by the ingredients it contains as part of the serum. That may not be for everyone, but I like it. It definitely brings to mind plants. It's very thick compared with the serums I've seen my wife using. It's not fully opaque, but it's very cloudy. Overall, it leaves my face feeling and looking good, and I hope with prolonged use of this and other products from this brand, I'll at least maintain a more youthful visage as I continue to get older. Easy to recommend!

***I write reviews as a hobby because I love trying out electronics, clothing, household products, kitchen devices, and more. My hope is that my review will guide you to make a more informed choice about whether or not to make a purchase. If this review helped you in your decision-making today, please let me know with a helpful vote. Have a great day!***","5","2021-05-21 00:00:00 UTC","direct","ok","Ian D. Vine Voice","support+anonymous@judge.me","4399654404169","challenger-primo-mens-anti-aging-face-serum-premium-copper-tri-peptide-formula-w-4d-hyaluronic-acid-reduces-premature-age-spots-deep-wrinkles-promotes-skin-elasticity-fragrance-free","","","","","","review-959f6e46-991c-45a0-be35-bc12d119d39e"
"So far so good.","So far so good. I’m unsure if this is actually helping my husband and I “keep” our hair, but our hair is looking fuller, shinier and healthy looking after a few weeks of use. The smell is light. Would recommend.","5","2021-01-23 00:00:00 UTC","direct","ok","Heather C. Redding VINE VOICE","support+anonymous@judge.me","1467754840137","challenger-hair-keep-conditioner-10oz-growth-support-conditioner","","","","","","review-d0cb22d1-6714-47e2-b7c5-0358061e1579"
"Quite Strong, but malleable","I think I'll buy it again. I apply it when my hair is still damp bordering wet, it dries and I comb again, leaves no dry flaky residue on subsequent combings.","5","2018-10-21 00:00:00 UTC","direct","ok","Theodore C.","support+anonymous@judge.me","11899214805","combo-pack-1-5oz-3oz-strong-semi-matte-paste-firm-hold-best-styling-paste-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-pomade-and-cream-all-in-one","","","","","","review-62667faa-d1f4-49b1-8208-3f182d029f25"
"Nice package","I thought the bottle looks very cool. It is a fast absorbing anti aging face serum.","5","2021-06-20 00:00:00 UTC","direct","ok","HappyFamily VINE VOICE","support+anonymous@judge.me","4399654404169","challenger-primo-mens-anti-aging-face-serum-premium-copper-tri-peptide-formula-w-4d-hyaluronic-acid-reduces-premature-age-spots-deep-wrinkles-promotes-skin-elasticity-fragrance-free","","","","","","review-e35df89b-d76f-4204-8576-c4bb69b3d522"
"Great product","Was looking for a small travel-friendly hair gel/styling product and this was perfect! Smells great and works like a champ!","5","2018-11-04 00:00:00 UTC","direct","ok","CarolG","support+anonymous@judge.me","11899214805","combo-pack-1-5oz-3oz-strong-semi-matte-paste-firm-hold-best-styling-paste-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-pomade-and-cream-all-in-one","","","","","","review-61316355-8e21-4dd3-b1a5-552ac6740ddf"
"10/10 recommend","Amazing product. I really enjoy the scent and smooth application. Have used it every day since receiving.","5","2020-04-02 00:00:00 UTC","direct","ok","Amazonian","support+anonymous@judge.me","4399654404169","challenger-primo-mens-anti-aging-face-serum-premium-copper-tri-peptide-formula-w-4d-hyaluronic-acid-reduces-premature-age-spots-deep-wrinkles-promotes-skin-elasticity-fragrance-free","","","","","","review-60f9afe7-2f13-416c-951c-2d4e0b6f5a0b"
"“Medium-firm?’ Really??","Labeled as “Medium-firm hold” but should be “Light-NO hold.” Didn’t hold at all on my beard.","1","2020-09-06 00:00:00 UTC","direct","ok","C. Todd","support+anonymous@judge.me","135008059413","combo-pack-1-5oz-and-3oz-matte-cream-pomade-medium-firm-hold-best-men-s-styling-cream-from-challenger-water-based-clean-subtle-scent-men-s-hair-wax-fiber-clay-paste-all-in-one","","","","","","review-c3d9c36e-066f-4ee4-acc2-707d142f6e8c"
"Moderate hair benefits and a great smell","As a big fan of Challenger products, I was eager to try this, especially as family members have noted the beginning of a thinning patch of hair on my crown…...could the Hair Keep stimulate new growth up there overnight? Er…..no. But it certainly feels like it's doing something, mainly to make hair feel thicker and stronger. And to be fair, full results may take more time to achieve.

With an impressive list of ingredients that might feature in NASA's next propellant or be the basis of a formula for eternal youth, this thick conditioner smells absolutely fantastic. And the scent seems to stick around on your hair for longer than most. Whatever the concoction is doing on your head while you leave it on (minimum of 4 minutes recommended), it feels like a menthol or tea-tree product is doing its thing, a cold and invigorating feeling. A little goes a long way, too…. a walnut-sized amount should be enough for most guys. Or gals.

An unexpected benefit I noted was fewer flakes of dandruff and dry patches of skin over my ears….looks like this conditioner improves your scalp health too, even though it's not specifically intended for that.

In short, another carefully crafted product from the Challenger team, with pleasing results.I plan to keep on using it so that long term effects can be determined. And that smell…..","5","2021-02-04 00:00:00 UTC","direct","ok","expatbrit","support+anonymous@judge.me","1467754840137","challenger-hair-keep-conditioner-10oz-growth-support-conditioner","","","","","","review-d472d3d4-4d0e-4a42-aca0-394fd20ec49c"
"I think it makes me look younger.","I’m seeing far better results from this than I have had with any other face cream. It’s important to use it at least a couple of times a day. I’ll keep buying this.","5","2021-03-19 00:00:00 UTC","direct","ok","Guy Rogers","support+anonymous@judge.me","4399654404169","challenger-primo-mens-anti-aging-face-serum-premium-copper-tri-peptide-formula-w-4d-hyaluronic-acid-reduces-premature-age-spots-deep-wrinkles-promotes-skin-elasticity-fragrance-free","","","","","","review-5d9387c0-406a-4616-aba8-db53532301c8"
"Highly Recommend","I have thinning hair at my crown and need a product that will hold my hair up so it stays up and gives me the best look possible.

This is a great product, the best I have tried. Highly recommend.","5","2020-03-25 00:00:00 UTC","direct","ok","Paul Arthur","support+anonymous@judge.me","11899214805","combo-pack-1-5oz-3oz-strong-semi-matte-paste-firm-hold-best-styling-paste-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-pomade-and-cream-all-in-one","","","","","","review-d19fd5af-b6a1-4700-8a24-aeaaee19b858"
"The best men’s pomade!","Challenger products are the best! Water soluble, great fragrance, long lasting...everything you need in a hair care product.","5","2019-06-04 00:00:00 UTC","direct","ok","Michael K. Brown","support+anonymous@judge.me","11899224533","combo-pack-1-5oz-3oz-shine-pomade-medium-hold-shine-best-styling-pomade-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-paste-and-cream-all-in-one","","","","","","review-05f254dc-8006-4330-8484-ff64fe96f7d7"
"Smells great!","It feels nice too! My hair and scalp often get dry. Probably from a combination of genetics and color treating my hair blonde. Like I mentioned this stuff smells really nice and works well too! It's made from all kinds of good stuff most of which I don't know a lot about but have heard the buzz words/terminology before. Such as Baicapil, Rejuvasoft, HairSpa, Caffeine, Biotin, Hyaluronic Acid, Keratin, Copper Tri-Peptide 1, Saw Palmetto, DHT Blockers, and more. The bottle shape is thin and sleek kind of reminded me of lubricant. A little goes a long way which I really appreciate. Definitely love and would recommend this stuff!","5","2021-02-05 00:00:00 UTC","direct","ok","Brett T","support+anonymous@judge.me","1467754840137","challenger-hair-keep-conditioner-10oz-growth-support-conditioner","","","","","","review-7d0f49a4-14c0-48b5-9e75-ef101bbb0ea2"
"Strong hold yet soft and pliable","This is a light paste with fiber. Excellent hold while still being soft and manageable.? It is marketed as a mans product. It smells neutral and light and disappears quickly. I use it # 1 it’s a great product # 2 the price. Women’s products of equal quality are more expensive the majority of the time.","5","2021-03-06 00:00:00 UTC","direct","ok","Sandy L","support+anonymous@judge.me","11899214805","combo-pack-1-5oz-3oz-strong-semi-matte-paste-firm-hold-best-styling-paste-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-pomade-and-cream-all-in-one","","","","","","review-18b20f8f-9e6d-4369-a4ec-b7ed8334ed8d"
"I love it.","I love this product. I been using this for months and I have no regret using. My hair sticking good.","5","2019-10-28 00:00:00 UTC","direct","ok","Bishbish11","support+anonymous@judge.me","11899214805","combo-pack-1-5oz-3oz-strong-semi-matte-paste-firm-hold-best-styling-paste-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-pomade-and-cream-all-in-one","","","","","","review-7ec4d7ac-4e1e-42fb-a9e2-4de4e5d8ab61"
"Beats that famous Japanese brand that I used to use.","Pros: Is cruelty free/no animal testing. Made in the USA. Water based/water soluble. Perfect for clean, sleek, professional pulled back long haired styles. Superb hold without flakiness. Subtle clean scent that is sublime enough for wearing in a hospital setting. The company logo, Enso is one of my favorite symbols.","5","2020-07-28 00:00:00 UTC","direct","ok","E.C.A. II","support+anonymous@judge.me","11899224533","combo-pack-1-5oz-3oz-shine-pomade-medium-hold-shine-best-styling-pomade-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-paste-and-cream-all-in-one","","","","","","review-0c7b2982-4670-4583-8e1f-e76ecef33d04"
"Great conditioner","My son uses DHT shampoo and conditioner and decided to try this conditioner to use with shampoo he already has. He says it works really well and his hair feels healthy and soft after use. He has a little bit of hair loss but is trying to delay any additional loss. It has thinned and he's not old, so he's careful to only buy DHT blocking shampoo and conditioner, although he doesn't take any oral supplements for it. After using this for a short while, he says there is no increase in hair in the shower (there was prior to using any DHT blocker. He doesn't know if it's better or worse than others he uses, but his hair feels healthy and there is a normal amount of hair in the drain. So, if you're searching for a DHT conditioner, this one does seem to work, although he's using a different brand shampoo.","5","2021-01-19 00:00:00 UTC","direct","ok","Just K VINE VOICE","support+anonymous@judge.me","1467754840137","challenger-hair-keep-conditioner-10oz-growth-support-conditioner","","","","","","review-c04f1cf1-2059-4861-8953-6e5d09707ca6"
"Very nice, low smell pommade","I ordered this because I wanted to have a smaller version for travel (I bought the two-size package) and the product I used to use did not have a travel size. It's a very nice pomade, I don't like products with a lot of smell, and this one is subdued, it applies easily and holds well. The only reason I gave it a 4-star is I generally prefer cream (wax, fiber, they are variously described) matte products and I did not see Challenger had one. This is a solid pomade, buy with confidence. I'm about to go rate their Challenger Matte Cream Pomade, Medium-Firm Hold product a full 5-stars. I will try other products this company makes.","4","2019-05-30 00:00:00 UTC","direct","ok","John Collins","support+anonymous@judge.me","11899224533","combo-pack-1-5oz-3oz-shine-pomade-medium-hold-shine-best-styling-pomade-water-based-clean-subtle-scent-travel-friendly-hair-wax-fiber-clay-paste-and-cream-all-in-one","","","","","","review-e31e4d34-e597-419a-b327-8084f9c8e57b"
"1.7oz of Pure Moisture","Our skin takes a beaten but I feel this serum does a good job in replenishing it. This is a serum not a cream so it is greaser than a cream you place on. I spot tested in an area with no issues so I went full force in placing on half my face in troubled areas and within minutes I could feel it working. NO tingling or burning just a slight warming or feeling of difference on that side of the face. I feel over time this will do some repair and wonders with my skin in remoistening it.
The scent is gentle and neutral, nothing over fragranced.
There is an air tight pump that is used to pump out the serum, no tube inside so I hope it works when bottle gets close to the bottom.
The list of ingredients is longer than I would like but there are some benefits of paraben free, made in USA and Hormone free.
Due to the way my skin feels after only a handful of applies I could definitely recommend this item to others .","5","2021-06-03 00:00:00 UTC","direct","ok","Tone","support+anonymous@judge.me","4399654404169","challenger-primo-mens-anti-aging-face-serum-premium-copper-tri-peptide-formula-w-4d-hyaluronic-acid-reduces-premature-age-spots-deep-wrinkles-promotes-skin-elasticity-fragrance-free","","","","","","review-606d8f21-ce69-4b5f-9a4c-3f899d910eaf"
"Great Sample Kit","I initially stumbled upon this sample pack from a Facebook Ad, but can safely say the products exceeded my expectations. My favorites of the group are the body wash and the shampoo/conditioner combo. I will be purchasing the full-sized products.","5","2024-01-13 03:53:16 UTC","web","ok","Jeremy Errico","j.n.errico@gmail.com","4284946382921","best-sellers-kit","","","","98.171.78.242","Scottsdale, Arizona, United States","review-b1acfac0-c6d7-406d-99f8-65471e4bc5c0"
"","Good but not for me. On the dryer side when it comes to pomades.","5","2007-01-24 00:00:00 UTC","direct","ok","Bob","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-2b2d8af4-9c35-48bb-bf52-ea410796f68e"
"","I wish I had discovered this years ago. I've used many products for my hair and all of them have given me problems with acne on my forehead. This is the first product that does not.","5","2023-12-19 00:00:00 UTC","direct","ok","eastcoasthori","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-c8e2cc1b-3cb5-44b3-abe9-f13d79d87c24"
"","I ordered this hoping it would be strong enough to hold my straight hair. I can mold and shape my hair however I want with long lasting results. But the best part is not having a scent that gets old after a while. This product is scent free! So glad I found this!!","5","2023-12-22 00:00:00 UTC","direct","ok","Brian Coy","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-42c1b003-4749-4f15-a577-63226f98c295"
"","The product has very little scent (no perfume) and holds well. As others have mentioned, it's very sticky and difficult to spread. You can use water to spread it on your hands, but what I've found works better is rubbing a couple drops of oil (I use mineral oil) on your hands and using that to thin the product. This quickly turns it into an easily spreadable paste.","5","2024-01-18 02:21:31 UTC","direct","ok","Amazon Customer","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-927ab8ea-f6f3-4812-8760-8d05df8d1210"
"","Two of the products came in damaged and leaking","1","2024-03-04 19:42:49 UTC","shop-app","ok","Domenic Tropea","rhcp96@gmail.com","4284946382921","best-sellers-kit","","","","","","shop-2519111-122236943-f3dac1cb-fc79-4f86-83a8-cbfe1942c747"
"Sample pack from challenger","Every product I've tried seems to be great.  Also when I first got my sample a couple things were missing but challenger was so nice that they sent me it all back.  I will definitely continue using their products.  Products are amazing for the price. Thanks Challenger","5","2024-03-30 17:02:14 UTC","web","ok","Johnny Conley","johnnyconley1@gmail.com","4284946382921","best-sellers-kit","","","","174.203.130.206","Johnstown, Pennsylvania, United States","review-daeb61d2-0cd6-49c5-b7e3-99de4567da80"
"Customer Service","The customer service and the products at challenger care is top notch.  So worth the value and overall great product and company to deal with.  Will be ordering full size soon,  they just gave me so much for just the sampler it's hard to run out.  Hahaha.  But seriously try it!","5","2024-04-09 04:57:43 UTC","web","ok","Johnny Conley","johnnyconley1@gmail.com","4284946382921","best-sellers-kit","","","","","","review-9ce3a250-2dcd-42ac-99dd-3641244c1225"
"Works well as described","I have acne prone skin and this product does not cause acne that has been typically associated with other hair styling products I have used.  Love it.","5","2024-04-29 23:36:20 UTC","web","ok","Brad Hirakawa","brad.hirakawa@gmail.com","1467734097993","challenger-clean-hair-pomade-3oz","","","","76.176.152.185","San Diego, California, United States","review-131b3758-25f0-4458-9357-35cac04912bc"
"Great hold-no smell","I tried this after a friend of mine recommended it and its great. The hold is exactly what I wanted and the best part is there is no smell. It also wazhes out easily. Its my new go to.","5","2024-06-24 00:00:00 UTC","judge-me","ok","Amir","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-0185392a-993f-48ce-8194-499df3d300ab"
"Good","Good","5","2024-06-20 00:00:00 UTC","judge-me","ok","Stephen B.","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-566fea3e-71b8-48c9-92f2-cc5e9bc56660"
"Fragrance-free and does the job!","I appreciate that someone is making hair care products without toxic fragrances. I find the product works best when fingers are first wetted. Also, don’t leave the lid off for an extended period of time or it will become unusable.","5","2024-07-02 00:00:00 UTC","judge-me","ok","Courtney Spoon","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-04683b06-780a-45fb-a1b7-b1dd5e9fcccc"
"Great unscented hold!","It a little thick but spreads ok. The hold is great and you don't need very much. The fact that it is unscented will bring me to buy it again.","4","2024-07-03 00:00:00 UTC","judge-me","ok","TurboMiles","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-97a29b59-cd9f-4880-9902-470800cd30d2"
"Best Pomade.","I have very sensitive skin and hair. All pomades in stores contain fragrance. Finally found a pomade made for my hair and skin type. Will only use this brand.","5","2024-05-26 00:00:00 UTC","judge-me","ok","William Rittenberg","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-135955c0-10c4-4e71-8c30-49e001f8e1b6"
"Great unscented pomade","Doesn't irritate scalp. Great hold. No fragrance. Takes just a tiny bit on wet hands.","5","2024-04-20 00:00:00 UTC","judge-me","ok","Miopinion","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-031c5140-78af-4eeb-8d43-99d6827d24d2"
"The only hair paste I buy","This hair paste is exactly what I was looking for! I'm sensitive to smells, a lot of things break my skin out, and I'm gluten sensitive. This hair paste is the perfect solution for all of those problems, plus it works great. I've been using it for years, and will continue to use it as long as it's available.","5","2024-05-11 00:00:00 UTC","judge-me","ok","JP","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-55756df5-b60c-4996-8045-baf27498c30c"
"Tea tree shampoo","This is my favourite hair care product. My hair and scalp feel great after use. I have some scalp issues and this shampoo seems to have fixed it. I am looking forward to trying all the products.","5","2024-07-30 14:11:44 UTC","web","ok","Scott","scott.judson1960@gmail.com","1467749957705","challenger-hair-keep-shampoo-10oz-growth-support-shampoo","","","","208.103.254.22","Hanover, Ontario, Canada","review-f4d18ebd-6d86-4f0b-8b3a-68eea41d9be7"
"Good product","Product as described, what I like about this pomate is that leaves my hair in place without being sticky, it is fully unscented and it's easy to wash out at the end of the day.
All in all I found the name ""clean"" to be fitting with the product.","5","2025-01-06 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-e5c53695-992a-4a2e-9a0d-aac4e1d4f319"
"Fabtastic skin rescuing hair product","Ive been doing my hair since i was 13. Never really minded what i used as long as it looked good. However, in my early 30s this started to catch up to me and i really started to break out even though I had always been clear skinned. I was gutted. I hadnt built up the resiliency of having spots/pimples in my teens. My wife said to me, is your hair product non comedogenic? Well, it didnt say it wasnt, but it wasnt. This sent me on the search for the perfect hair care that also took care of my skin. And low and behold, an amazon product, which explicitly talked about being non comedogenic, i had to try. Within a few weeks most of my pimples had gone, within a few months all of them were gone and no new ones. Im cheesy i know in my language. But these guys are the best. I think i have now bought roughly 10 pots but im not sure.","5","2025-01-15 16:00:00 UTC","wizard","ok","Jamie","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-1c29b299-858c-4eec-9ed1-7e8644ca6133"
"Excellent clean hair product!","With allergies and eczema I’ve searched for a long time for clean hair products. I’m a big fan of this cream for my curly hair. I don’t even need hair spray and it lasts all day!","5","2025-01-02 16:00:00 UTC","wizard","ok","Amazon Customer","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-b443dc22-9924-41f2-a5d2-f89e1c26fd8e"
"Like father, like son!","My 4 year old son wanted to look like his daddy. I didn’t want to just use anything on his hair. Thankfully this product is clean, light weight, no fragrance and still does the job for both kids and adults! I love using it for my son when he wants to “be fancy” or when his hair grows fast and gets in his eyes. He looks great and it’s super easy to use!","5","2024-12-02 16:00:00 UTC","wizard","ok","MKmita","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-9b34130b-7090-4f0c-b895-ec9899961c1d"
"Works well. It is not a very strong hold but enough for me.","I like that it is unscented. I can style my hair and after a while I can run my hand through my hair, and it breaks up the crusty bits but stays relatively where I put it.","5","2024-11-15 16:00:00 UTC","wizard","ok","Charley Christianson","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-5f830623-1afc-435c-bde1-a8cc4691ad8b"
"New daily driver cream pomade","This product has worked well every time I wear it. Easy to apply and comb in. Stays styled, and is actually no fragrance which is really nice. Will pick up another jar for sure when this one starts running low","5","2024-11-12 16:00:00 UTC","wizard","ok","Dan o","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-9c0a51c5-1797-414b-a050-056211cc9eaf"
"Fragrance Free, clean hair pomade","This hair pomade product provides just the right amount of hold and texture for short to medium length hair. Light weight. Not waxy or sticky. Washes out easily. No added fragrance. A little goes a long way.","5","2024-11-07 16:00:00 UTC","wizard","ok","S-man","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-1eef5a2d-67b0-4e08-8dfa-ad8e1e745873"
"Works great","Holds hair, no crazy perfumes.","5","2024-10-22 16:00:00 UTC","wizard","ok","guerrillapro","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-160056d9-88ce-4c10-a62d-43cb8b42167c"
"Excellent hold and no irritation on my sensitive scalp.","I have a challenge with any type of perfume or dye causing breakouts on my skin and scalp. If I use the wrong soap, shampoo, or hair product, I end up with patches on my scalp, elbows and knees that itch like crazy. I've really struggled to find hair products that work. This works for me. It's easy to use, has great hold, and no skin irritation.","5","2024-09-20 16:00:00 UTC","wizard","ok","Factory Phil","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-f3c9474e-1d33-41f0-9090-ede86ed0ef95"
"Clean, Firm, Longlasting, and Simply Great","This pomade is excellent. It's firm, long lasting, not sticky and easy to rinse out. I purchased it after some research... was looking for a non-scented, non-clogging, matte pomade and Challenger's CLEAN Pomade is perfect.","5","2024-10-21 16:00:00 UTC","wizard","ok","Keith Guinto","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-423d6fbd-ca2a-4b65-b208-7ad2cb855294"
"I like it! Great for people sensitive to smells","I’m really sensitive to smells, and this product doesn’t agitate my sensitivity so I’m a fan. I will continue to buy it. Thanks!","5","2024-09-13 16:00:00 UTC","wizard","ok","Jared","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-da400087-08c5-4467-90bd-53c48ceec8f6"
"Great stuff","gReat hold no fragrance, please never stop making this as someone who suffers from pomade scents this is great","5","2024-09-04 16:00:00 UTC","wizard","ok","SK","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-beae7b92-436d-4f4f-9882-a871e215e568"
"Good hold and doesnt irritate my scalp.","I really like this pomade, I waited until I went through the first 1.5 oz container before writing my review. This is the only stuff Ive used for my hair that has not irritated my scalp. I have been using it for about 4 months now, daily during the work week, and it styles just as well as other pomades Ive used in the past. As stated in the description, this does not really have any smell, and you dont need much to keep your hair in place. The 1.5oz goes a long way, for my second purchase I got the 3oz. Its worth every penny.

TLDR: No scent, no irritation, holds just as well as other pomades, would recommend 5/5.","5","2024-09-02 16:00:00 UTC","wizard","ok","Tyler","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-fbc62812-462d-495c-ada6-7a227bf5591d"
"Fragrance free, good hold","I am so happy to have a pomade without fragrance. Non-irritating to my scalp, good hold for my short curly hair.","5","2024-07-30 16:00:00 UTC","wizard","ok","HappyMom","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-54915461-614a-486a-b3c6-d195d0909416"
"Great hold with no fragrance!","I use this product to get great texture and hold with no fragrance. I’m very sensitive and it’s completely clean.","5","2024-08-16 16:00:00 UTC","wizard","ok","LESLIE E. ROY","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-947e0869-50ba-4821-861c-d6e3019c1e48"
"Best hypoallergenic hair product for men","My wife is allergic several different compounds, so in my extensive search and trying several different products, I finally came across this. Amazing product! Works as well as anything I've ever tried.","5","2024-07-30 16:00:00 UTC","wizard","ok","WK","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-57c72da0-ec00-45ae-9690-78eae5919720"
"Does not cause acne!","I've been searching for a non-comedogenic hair pomade for many long months - I've finally found it!!

This is the best product: easy to use, medium to firm hold, can make my hair stand where I want it -perfect!

This is the 2nd time I've purchased it.

Does not clog my pores when I sleep with it on.

Thanks Challenger!","5","2024-07-24 16:00:00 UTC","wizard","ok","Betty Daniel","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-f0ab8249-68b4-49f7-b12a-6c7d68a2dfd4"
"Love It!","I got this for my partner and he’s been using it. Works well so far and I like that it’s fragrance free!","5","2024-07-14 16:00:00 UTC","wizard","ok","Meredith","support+anonymous@judge.me","1467734097993","challenger-clean-hair-pomade-3oz","","","","","","review-e29d1f69-afd3-4412-96a7-a9d8c65ed20d"
"Feels clean","I’ve only used this once so far, but it styles well, and it didn’t irritate my scalp.","5","2025-01-14 16:00:00 UTC","wizard","ok","Jacob","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-b0403105-3151-46ec-96ef-30169b55d44e"
"Caused dermatitis","I like the consistency and the fact that this product is fragrance free. Unfortunately, it caused dermatitis on my skin - an itchy inflammation that made my skin feel like it was burning. I'm returning the product.","1","2024-12-28 16:00:00 UTC","wizard","ok","Mark R","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-80659ac2-e8c3-4997-bb51-1ce9fb8b45e6"
"Excellent!","This is the first time I've used pomade and this product is truly fragrance free! I love it and so did my hairdresser! It's the first one I've been able to find that doesn't have any smell. I'm very pleased! It helps hold my very fine and straight hair without flaring up my fragrance sensitivities. Thank you for making this product!!","5","2024-11-05 16:00:00 UTC","wizard","ok","BP","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-8d456af1-cec5-41b9-ac73-b8e4cbe36013"
"Works great and no smell","We are sensitive to fragrance in products so we appreciate that there is no smell. Would love a firm hold option with no fragrance also.","5","2024-12-14 16:00:00 UTC","wizard","ok","robert blaisdell","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-4c03e2de-8d17-4fb9-a17b-bcd052ca2dad"
"AWESOME FOR WOMEN AND MEN","Really clean product with gorgeous natural ingredients. Unscented and clean like the company states.
Excellent for finer hair
Great as a thickener with no sticky residue.
Highly recommend.","5","2024-10-03 16:00:00 UTC","wizard","ok","Lady Grace","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-1da2e3fc-a677-484b-b691-e8aff64b2fc7"
"Great pomade- LOVE that it’s fragrance-free!","I bought this pomade for styling a doll’s wig. It has good hold and yet also washes off easily. It is not greasy or oily which I appreciate. But best of all- it does not smell. Like anything. At all. And that’s great because as someone with Mast Cell Activation Syndrome living in the same household as someone ELSE with the same condition, we don’t do very well with scents. It was very hard to find a well-reviewed pomade that was fragrance-free so I really appreciate this product! If you have issues with fragrances, buy this!","5","2024-10-02 16:00:00 UTC","wizard","ok","Grace E","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-d14e7e13-f125-43be-b083-d5477ba6ef4e"
"Tracy Johnson","I was looking for something less toxic than the CVS brand I have been using. SO far, this product is working very nicely. I do wish there was a list of ingredients on it so I could be sure it is clean.","5","2024-11-02 16:00:00 UTC","wizard","ok","Tracy Johnson","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-b80ac074-560e-41ae-b113-f9c5a987688a"
"it works and no smelly smells","its a great hair keeper in place, its really a great item, I have 2 brand new jars of old spice, they stink, smells terrible, this one is scent free, and it works. buy one now and try it.","5","2024-08-25 16:00:00 UTC","wizard","ok","Don","support+anonymous@judge.me","1467734556745","challenger-clean-hair-pomade-1-5oz","","","","","","review-82327bdd-dbca-4bad-971c-f65cc41baa0c"
